p_id,name,description,bathrooms_text,bedrooms,amenities,price,city,p_avg_rating,num_rates,h_uname
112,Classic Home on Capitol Hill,"Newly remodeled, this home away from home won't disappoint! Located conveniently in the heart of Capitol Hill in Denver, everything you need is only blocks away! Enjoy coffee on the porch in the morning before taking a walk around Cheeseman Park. A private front yard and back yard provides great outdoor space in the summer! Come enjoy your vacation in our lovely home!<br /><br /><b>The space</b><br />We absolutely love our home and we hope you will too! We've taken a historic Capitol Hill home and added a modern vibe. The living room is cozy, chic, and green with a self-watering plant tower in the corner. The dining room holds a 6-person dining room table and built-in buffet, great for hosting. The kitchen is fully stocked with spices, utensils, appliances, and anything you might need! All of the bedrooms are located upstairs for extra privacy along with the full bathroom. The master and guest bedrooms are spacious and comfortable. The office is full of books and a great desk if you ne",1.5,2,"[""Ceiling fan"", ""Cooking basics"", ""Sonos Bluetooth sound system"", ""Dedicated workspace"", ""Dryer"", ""First aid kit"", ""Breakfast"", ""Body soap"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Cable TV"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Conditioner"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Private entrance"", ""Security cameras on property"", ""Free parking on premises"", ""Freezer"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Hot water"", ""Essentials""]",165,"Denver, Colorado, United States",5,0,ig8BUqxRsa
113,Modern Urban Oasis in Rino,"This is a converted 2500 square foot modern industrial loft space on a beautiful double 10,000 square foot lot in a great part of town. New places opening daily here. A-line Blake New Mission Ballroom is a short walk!<br /><br /> Super tall ceilings, reclaimed wood floors,   mid-century modern, eclectic, bohemian vibe. It's equipped with an amazing sound system and commercial grade kitchen as well as spacious side yard with a fire pit. Ideal for large groups, reunions, and the like.<br /><br /><b>The space</b><br />Couldn't ask for a more unique, hip pad for your stay in Denver. You and your friends will be impressed, comfortable, and inspired!<br /><br />This a phenomenal pad. It's a converted commercial space with 18 foot ceilings with an industrial feel at roomy 2550 square feet. It's a very open floor plan with two bathrooms.  It's furnished with vintage furniture and art. <br /><br />The Kitchen is commercial grade with a six burner Imperial Stove and Viking Hood. I have everythin",2,2,"[""Cooking basics"", ""Room-darkening shades"", ""Dedicated workspace"", ""Dryer"", ""Bathtub"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Cable TV"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Outdoor furniture"", ""Backyard"", ""Patio or balcony"", ""Long term stays allowed"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Security cameras on property"", ""Fire pit"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Hot water"", ""Lockbox"", ""Essentials""]",604,"Denver, Colorado, United States",5,0,Ao35FYcO4K
114,Authentic loft in Lodo across from Union Station,"Beautiful loft, historic building, across the street from Union Station. Walk to Coors field, Pepsi center&Sports Authority Stadium, 16th Street Mall and an abundance of great restaurants. Newly renovated, modern kitchen, bathroom, exposed brick. We have a minimum stay of 30 days and we consider pets after approval and charge an additional fee of $125 per pet and stay.<br /><br /><b>The space</b><br />Beautiful loft space with lots of character in the center of Lodo, walk anywhere! As a heads up, if you are a gourmet cook the kitchen might not be adequate for you. It is a fully equipped kitchen but the oven and dishwasher is small and the cooktop has only 2 burners. The fridge is regular size and all appliances are Miele, Bosch and Liebherr.<br /><br />Excellent location with amazing restaurants and bars on the block. The loft is across from Union Station, one of the hottest zip codes in the country. 5 more upscale restaurants just opened across the street. If you come in from the airp",1,1,"[""Cooking basics"", ""Dedicated workspace"", ""Elevator"", ""Dryer"", ""Keypad"", ""Shampoo"", ""Cable TV"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hair dryer"", ""Refrigerator"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Essentials"", ""Kitchen""]",190,"Denver, Colorado, United States",5,0,3r3zysy6Eb
115,Art Deco Boho close to everything!,"Welcome to your centrally located stunningly remodeled home. This luxurious bohemian art deco farmhouse has all you need to enjoy your stay while in Denver.<br /><br />You can make this basecamp for all your Denver Adventures. With close access to the main arteries of town you can quickly head to the mountains and foothills, go downtown or South Broadway in a flash. This neighborhood has some of the most authentic ethnic food choices in the city!<br /><br /><b>The space</b><br />Live in a brand new home! Everything in this house is brand new. Appliances, flooring, tile, bathrooms, linens, fixtures, chairs,  lighting and most importantly 3 brand new 14"" memory foam beds.<br /><br />We have 2 separate living rooms to spread out and enjoy your stay!<br /><br /><b>Other things to note</b><br />Denver Short Term License 2021-BFN-0008876<br /><br /><b>License number</b><br />2021-BFN-0008876",2,3,"[""Cooking basics"", ""Dedicated workspace"", ""TV"", ""Dryer"", ""First aid kit"", ""Breakfast"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Indoor fireplace"", ""Air conditioning"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Refrigerator"", ""Private entrance"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Essentials"", ""Kitchen""]",279,"Denver, Colorado, United States",5,0,ig8BUqxRsa
116,"Gorgeous 2 BR, 2 BA Townhome!","My charming  1905 Victorian brick town home in a historic neighborhood will be a treat! A stone's throw from restaurants on 17th Avenue and light rail, it also has a secluded patio garden. At 2160 square feet, it fits 5 comfortably.<br /><br /><b>The space</b><br />This is a charming and spacious 2 bed, 2 bathroom Victorian brick town home built in 1905. It has loads of historic charm with nice remodeled finishesâ€”perfect for a relaxing stay near Denverâ€™s downtown. It has a lovely oak interior, an open-floor plan, skylights, a spiral staircase leading to a patio garden, and hard-wood floors. <br /><br />This quaint home offers two bedrooms, plus a large, lovely walk-out basement that leads onto garden patio. It is beautifully appointed with everything you will need for your stay. The kitchen has a microwave, dishwasher, dishes and cookware, and there is a washing machine and dryer in the basement. Itâ€™s a spacious house, with 2160 finished square feet of space. The two bedrooms fit four ",2,2,"[""Cooking basics"", ""Private patio or balcony"", ""Dedicated workspace"", ""Outdoor dining area"", ""TV"", ""Dryer"", ""Shampoo"", ""Extra pillows and blankets"", ""Dishwasher"", ""Baking sheet"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Refrigerator"", ""Fire pit"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Bed linens"", ""Essentials"", ""Hot water"", ""Kitchen""]",176,"Denver, Colorado, United States",5,0,Ao35FYcO4K
117,Private basement apartment on park.,"Great queen 1 bedroom with dble futon in living room, full kitchen & laundry, separate entrance. Sits on park with rec center, outdoor pool, par 3 golf, & walk/run path.  1 mile to popular S. Pearl shops, Wash Park, or DU. Just minutes from downtown.<br /><br /><b>The space</b><br />Great, recently renovated private space with full kitchen and close to so much urban Denver has to offer.<br /><br /><b>Guest access</b><br />Sparate entrance, beautiful backyard patio with grill, phenomenal public park across the street, washer and dryer, full kitchen<br /><br /><b>Other things to note</b><br />The park across the street is perfect for running, par 3 golf course, outdoor pool, and a rec center.<br /><br />License #2016-BFN-0007960<br /><br /><b>License number</b><br />2016-BFN-0007960",1,1,"[""Cooking basics"", ""Dedicated workspace"", ""TV"", ""Dryer"", ""Children\u2019s books and toys"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""Free parking on premises"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Essentials"", ""Hot water"", ""Kitchen""]",93,"Denver, Colorado, United States",5,0,3r3zysy6Eb
118,1BD City Park Carriage House,"This cool, comfortable 1BD on second floor of historic carriage house is centrally located a short walk/bike to downtown, uptown, City Park, Lodo, and hospitals.  Available as a monthly rental. Great for traveling nurses (bike included)!<br /><br /><b>The space</b><br />Apartment is fully loaded with high-end finishes & electronics and decorated with pieces by local artists.  The standout, though, is the huge glass-wrapped sun room / yoga studio where you can relax or stretch out and enjoy Denver's over-300 days of glorious sunshine. This is exclusively a monthly rental.<br /><br /><b>Guest access</b><br />Guests enjoy a separate entrance, gate, and patio.  There is also a laundry room attached (complimentary, no coins needed).  Street parking is safe and plentiful.<br /><br /><b>Other things to note</b><br />Please note: This unit has a minimum stay of 30 days, so is already priced for 'longer term.' It is quite competitively priced for the area, and not negotiable. We've found that m",1,1,"[""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Fire extinguisher"", ""Kitchen"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Cable TV"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Air conditioning"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Heating"", ""Hot water"", ""Lockbox"", ""Essentials""]",55,"Denver, Colorado, United States",5,0,ig8BUqxRsa
119,Modern Oasis Near RiNo Arts District,"This vibrant 2 bedroom + office, new Victorian has a modern dwell feel. Daylight is abundant with tall ceilings, bamboo floors, and many plants. The house is close to all that RiNo Arts District has to offer, 1 mile to St Luke's hospital, and just 1.5 miles from downtown. The third bedroom has been converted into an office creating an ideal remote work environment.<br /><br /><b>The space</b><br />Simple, Spacious, tall ceilings, natural light, houseplants. My home offers a full kitchen, dining and living room, a private backyard deck with brick patio, and a front porch sitting area that looks over the cul-de-sac and neighboring park. <br /><br />The primary bedroom features a king tempurpedic bed and includes a bath en suite. The first guest room has a queen bed and shares a bathroom with the second guest room has been converted into an office. The chefs kitchen was recently renovated, with double opening french doors, a custom walnut waterfall island and black stainless appliances.<b",2.5,2,"[""Cooking basics"", ""Fenced garden or backyard"", ""Dedicated workspace"", ""TV"", ""Dryer"", ""Barbecue utensils"", ""First aid kit"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Dishwasher"", ""Baking sheet"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Private entrance"", ""Fire pit"", ""Shared patio or balcony"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Shower gel"", ""Iron"", ""Washer"", ""Bed linens"", ""Essentials"", ""Hot water"", ""Kitchen""]",171,"Denver, Colorado, United States",5,0,Ao35FYcO4K
120,Carriage House-Highlands Square,"The Carriage House is a cozy, peaceful, and thoroughly renovated space in the Packard's Hill Historic District steps from Denver's popular Highlands Square-an epicenter in the city for boutique shopping, cafes, dining, and drinks.  West Highlands is a trendy, city-center neighborhood making it a perfect spot to settle into for a stay exploring our great city of Denver and nearby Tennyson St. and Sloan's Lake.<br /><br />Please be sure to read ALL the details below about the space and the the neighborhood.<br /><br /><b>The space</b><br />The Carriage House is an original 1880s structure originally constructed as part of the Victorian home at the corner of Osceola and 32nd Street.   The property was originally owned by Mr. FW Mills, an early Denver mayor, but is locally known as the Mary Ford house, after an early pioneering female doctor who had her practice in the house.  The carriage house architect was William Quayle, one of the most important architects working during the cityâ€™s ea",1,1,"[""Cooking basics"", ""Dedicated workspace"", ""TV"", ""Dryer"", ""Bathtub"", ""Children\u2019s books and toys"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Extra pillows and blankets"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Outlet covers"", ""Wifi"", ""Free street parking"", ""Stove"", ""Single level home"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""Private entrance"", ""High chair"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Hot water"", ""Essentials""]",170,"Denver, Colorado, United States",5,0,3r3zysy6Eb
121,"CountryClub home, Quiet, Safe, Gated, Exclusive","Pinehurst Country Club home includes:<br />Free  parking and Continental breakfast. <br /><br /> Quiet,  Safe, Gated neighborhood on private golf course.  Area is a well kept secret within the City of Denver.  We have a  brick courtyard in front  and our unit  sits off the 17th Tee. <br />Entire townhome surrounded by shared green space and walking paths. <br />We have a dog.<br /><br /><b>The space</b><br />We live in the Pinehurst Estates, a  countryclub community directly overlooking the golfcourse. Very Safe neighborhood, little traffic, very quiet, lots of green space and walking paths.      <br />If you enjoy being surrounded by nature and quiet, you will enjoy the Pinehurst area.<br />We are within the City of Denver proper, on the far  westside, with easy access to the mountains  via Highway 285 and C470.  This is a very unique and exclusive neighborhood.<br /><br /><b>Guest access</b><br />There is free  parking here. <br />One upstairs  bathroom is private and solely used by ",1,1,"[""Cooking basics"", ""Dryer"", ""First aid kit"", ""Breakfast"", ""Fire extinguisher"", ""Indoor fireplace"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Host greets you"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Free parking on premises"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Bed linens"", ""Lock on bedroom door"", ""Hot water"", ""Essentials""]",77,"Denver, Colorado, United States",5,0,ig8BUqxRsa
122,Unique 3-Level Loft in Famous Ballpark Neighborhood,"Bask in the plentiful natural light, thanks to big windows and skylights over tall ceilings in this south- and west-facing space. Exposed brick accents plus countertops, custom bar, and office desk of granite add elegance, along with hardwood floors.<br /><br /><b>License number</b><br />2017-BFN-0001641",1,1,"[""Smoke alarm"", ""Wifi"", ""Free parking on premises"", ""Backyard"", ""Fire extinguisher"", ""Bathroom essentials"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Air conditioning"", ""TV"", ""Dryer"", ""Coffee maker"", ""Hair dryer"", ""Heating"", ""Full kitchen"", ""Bedroom comforts""]",114,"Denver, Colorado, United States",5,0,Ao35FYcO4K
123,In Highlands w/Garage!,"License: 2018-BFN-0007942<br />This well-appointed duplex provides you with your own private garage plus on-street parking. Enjoy the dreamy Denver weather with your own fenced-in back yard space while you grill or gather around the gas fire pit. Take advantage of being blocks away from either I-70 and I-25 to quickly reach places like hiking trails or Target. This open concept gem located in one of the best areas Denver has to offer will be your own little oasis.<br /><br /><b>The space</b><br />Our open concept two-bedroom, one-bath duplex features sleek and modern design with extra comfort. Stretch out and relax or go out for some fun in this great location. Take advantage of the outdoor backyard space for grilling, or chilling. Take your dog for a walk and enjoy the great weather. And if you've got a vehicle, no need to scrape off the snow with our one-car garage for added convenience and ease. <br /><br />Convenient one-car garage out back plus on-street parking. 55"" flat screen t",1,2,"[""Cooking basics"", ""Dedicated workspace"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Single level home"", ""Stove"", ""Backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Private entrance"", ""Free parking on premises"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Lockbox"", ""Kitchen""]",207,"Denver, Colorado, United States",5,0,3r3zysy6Eb
124,Cowork in Bright Mod Downtown Home w/ Dual Offices,"Urban 3 bedroom (1King) house available 4 blocks from downtown a block away from the Sante Fe Art District as well as walking distance to dispensaries, bars & several restaurants.  This house has 3 bedrooms BUT 2 have been converted to beautiful offices.  Perfect getaway for the remote working couple.  House is a perfect jump-off point to explore both downtown Denver and the surrounding mountains!  There are two parks a couple blocks away, big kitchen, Apple TV, 48 inch plasma, sound system.<br /><br /><b>The space</b><br />The house is beautifully decorated.  Art on walls, hard wood floors, backyard, 4 blocks from downtown.  1 Block from The Sante Fe Art Galleries in Denver!  1500 square feet and high speed wifi available.  Perfect for remote working as it has two offices and one bedroom.  Brand New Swamp Cooler installed 2021. <br />Dispensaries within walking distance.  420 Friendly if smoked outside in the backyard.<br /><br /><b>Guest access</b><br />Wifi, Netflix, 3 bedrooms, 2 b",2,3,"[""Ceiling fan"", ""Cooking basics"", ""Toaster"", ""Hot water kettle"", ""Game console: PS4"", ""Outdoor dining area"", ""TV"", ""Dryer"", ""Bathtub"", ""Body soap"", ""Mini fridge"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Extra pillows and blankets"", ""Portable fans"", ""Dedicated workspace: office chair, desk, and monitor"", ""Dishwasher"", ""Stainless steel oven"", ""Stainless steel gas stove"", ""Baking sheet"", ""Clothing storage: dresser"", ""Microwave"", ""Pour-over coffee"", ""Coffee maker"", ""Heating"", ""Portable air conditioning"", ""Wine glasses"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Single level home"", ""Outdoor furniture"", ""Long term stays allowed"", ""Patio or balcony"", ""Bidet"", ""Window AC unit"", ""Bluetooth sound system"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Refrigerator"", ""Dining table"", ""Free parking on premises"", ""Cleaning products"", ""Freezer"", ""Carbon monoxide alarm"", ""Shower gel"", ""Iron"", ""Washer"", ""Bed linens"", ""Hot water"", ""Lockbox"", ""Essentials""]",139,"Denver, Colorado, United States",5,0,ig8BUqxRsa
125,Newly remodeled ground level basement 3 BR,"New, clean, walk-in basement with OLED TV, Sony sound bar media center (Disney +, Netflix), full fridge and laundry room. Each room has a queen bed & closet space.  The 3 rooms share one remodeled bathroom. Family setting with beautiful Japanese gardens and 3 shaded decks, with waterfall and fountain. We are empty nesters (two kids in college) with two friendly dogs at home. We have highest available speed wifi (gigabyte). No windows in 2 of our guest rooms, but main media room has 6 windows.<br /><br /><b>The space</b><br />Whole basement and is new and fresh.  There is a retro pinball machine in one of the bedrooms. We have lots of board games, and a spacious dining room table in the basement for eating, working or playing. Linens are new, and all can lights can be customized to dim and display a variety of fun and/or soothing colors.<br /><br /><b>Guest access</b><br />Guests may access 1600 sq ft space through a private entrance, or by going up a small staircase to enter into the u",1.5,3,"[""Cooking basics"", ""Dedicated workspace"", ""EV charger"", ""Dryer"", ""First aid kit"", ""Breakfast"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Indoor fireplace"", ""Cable TV"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""BBQ grill"", ""Private entrance"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Lock on bedroom door"", ""Essentials"", ""Hot water"", ""Kitchen""]",125,"Denver, Colorado, United States",5,0,Ao35FYcO4K
126,Room/Bath in Historic Mansion,"My condo is in a historic, 120-year-old  Capitol Hill Mansion.  The room and bathroom are spacious.  The house is within walking distance to downtown and many restaurants, taverns, and coffee shops.<br /><br /><b>The space</b><br />Large bedroom and bathroom in Capitol Hill Mansion.  <br /><br />Use of kitchen, sitting room and porch.<br /><br />Wonderfully eclectic, historic neighborhood.  Walk to downtown Denver, museums, convention center, restaurants, theaters.<br /><br />On bus line.  Walk to free downtown shuttle bus.<br /><br />Beautiful gardens and fountain.<br /><br /><b>Guest access</b><br />kitchen and sitting areas<br /><br /><b>Other things to note</b><br />The city of Denver now requires that hosts collect, directly from guests, a 10.75% lodging tax.   You can pay via check, cash, or Venmo. Thank you.<br /><br /><b>License number</b><br />2020-BFN-0008849",1,1,"[""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Fire extinguisher"", ""Free parking on premises"", ""Kitchen"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Gym"", ""Washer"", ""Dryer"", ""Microwave"", ""Hair dryer"", ""Heating"", ""Coffee maker"", ""Refrigerator"", ""Hot water"", ""Essentials""]",115,"Denver, Colorado, United States",5,0,3r3zysy6Eb
127,Luxury Townhome with Rooftop Views,"Luxury townhome with rooftop views, dedicated office and private roof top gym. Stay in this stylishly decorated 3 bedroom 2 1/2 bath. Ideally located on a cute commercial strip, blocks from LoHi and quick access to Downtown, Coors Field, Empower Field and Red Rocks. The kitchen is spacious and stocked with everything you need. Comfortable living space, each bedroom with it's own bathroom and a rooftop deck with gas grill and fire pit are just some of the reasons you won't want to leave.<br /><br /><b>The space</b><br />Private office and gym, cozy comforts and a well stocked kitchen! Great for a weekend getaway, business travelers, remote workers or small families.<br /><br />Feel free to use whatever is accessible in common spaces including:<br />- Kitchen appliances: Convection oven, coffee grinder, Cuisinart, rice cooker, etc. Fully stocked with all the cooking equipment you need.<br />- 3rd floor roof deck with outdoor furniture, grill and fire pit.<br />- Small, private gym on the",2.5,2,"[""Dedicated workspace"", ""Gym"", ""TV"", ""Dryer"", ""First aid kit"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Hangers"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Outdoor furniture"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""BBQ grill"", ""Private entrance"", ""Fire pit"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Essentials"", ""Kitchen""]",218,"Denver, Colorado, United States",5,0,ig8BUqxRsa
128,"SkyView Loft, in Healing Center ~ 30 DAYS OR MORE","Spectacular SkyView Loft centrally located nearby CityPark. <br /><br />Enjoy the views from the balcony, soaking in the deep claw foot tub, the wonderful courtyard gardens, or the peaceful vibration resonating from the healing staff below. <br /><br />Easy access to B-cycle rentals, walking to nearby restaurants, movie theater or bookstore, or travel across town by taking the bus. <br /><br />The brand new Denver Recreational Center is across the street with daily passes available. <br />  <br />We rent to tenants 30 days or more.<br /><br /><b>The space</b><br />Located on the 3rd floor above a healing center in a historic Victorian Mansion built in 1896. The SkyView Loft is a full floor apartment with it's own private entrance on 16th Street. <br /><br />A one bedroom apartment with an additional sleeping nook. Featuring a Queen size bed frame, and twin size daybed, 4-piece bathroom (shower, toilet, sink, bathtub, + vanity), walk in closet, kitchen with gas stove, fridge and dishwas",1,2,"[""Cooking basics"", ""Dedicated workspace"", ""Dryer"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Dishwasher"", ""Baking sheet"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Stove"", ""Backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""Private entrance"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""Bed linens"", ""Essentials"", ""Hot water"", ""Kitchen""]",80,"Denver, Colorado, United States",5,0,Ao35FYcO4K
129,Highlands Hen House,"*Please see Insta gram for details! @highlandshenhouse<br /><br />Beautiful, private carriage house in back of 1893 historic home.  Perfect for the business or solo traveler but can accommodate 2 with the plush queen sized bed. Gardens, fire pit, gas grill, and hot tub all available to guests.  Conveniently located to downtown, Coors Field or the Mile High Stadium.  Easy access to both I-25 and I-70.<br /><br /><b>The space</b><br />Beautiful 1893 Historic home on a double lot in the Highlands neighborhood. Close to restaurants, bars and everything in downtown Denver with easy access to both I-70 and I-25. Public transportation is half a block away or you can Uber or Lyft for $8-$12. We have both bicycles and paddleboards for rent when the weather allows! <br /><br />The guest cottage out back is very private and cozy with a plush queen sized bed. The kitchenette is equipped for basic cooking/coffee making but it is not a full-blown kitchen. There is a Keurig solo coffee maker for coff",1,1,"[""Ceiling fan"", ""Cooking basics"", ""Dedicated workspace"", ""Outdoor dining area"", ""TV"", ""Dryer"", ""Barbecue utensils"", ""Breakfast"", ""Body soap"", ""Keypad"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Extra pillows and blankets"", ""Air conditioning"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Free street parking"", ""Single level home"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Refrigerator"", ""BBQ grill"", ""Private entrance"", ""Security cameras on property"", ""Fire pit"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shower gel"", ""Iron"", ""Washer"", ""Bed linens"", ""Private hot tub"", ""Hot water"", ""Essentials""]",95,"Denver, Colorado, United States",5,0,3r3zysy6Eb
130,City Park Garden Level - 90 day plus,"Beautiful, newly renovated garden level apartment in North City Park. 1 Bedroom, blow up mattress available. Sleeps 1-4.<br /><br /><b>The space</b><br />30 day minimum. <br /><br />Stay at a beautiful garden level apartment in North City Park. The #1 new restaurant in Denver is just one block away - The Plimoth. <br /><br />This is a large 1 bedroom (queen bed) apartment. Queen blow up mattress available. <br /><br />The apartment is the lower of two units, and shares access to the large backyard. Enjoy the covered back patio with picturesque lighting for a night with wine - rain or shine. <br /><br />The hosts live in the other unit and are happy to answer questions for guests in person or via message. Please let us know how we can make your stay more comfortable! Ours is a fairly quiet house with early hours. We love to visit when work allows, but also respect your privacy. LGBTQ friendly and affirming family.<br /><br />Corporate rental<br />Travel nursing<br />Nurse<br />Long Term",1,1,"[""Smoke alarm"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""Free parking on premises"", ""Kitchen"", ""Smart lock"", ""Long term stays allowed"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Iron"", ""Washer"", ""TV"", ""Air conditioning"", ""Hangers"", ""Dryer"", ""Hair dryer"", ""Heating"", ""Essentials""]",63,"Denver, Colorado, United States",5,0,ig8BUqxRsa
